"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The method returns Option-Status pairs, for all. The test checks each pair.","11558","Test to check the status of all options","","Fri Mar 28 13:18:16 UTC 2025","passed","Fri Mar 28 13:18:27 UTC 2025","","Form. Checking the basic functions for the MultipleSelect in the widget Form","application.Samples.Form.MultipleSelectOnFormTest","statusOptions"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","11302","A test to get the field color value in Hex format","","Fri Mar 28 13:01:07 UTC 2025","passed","Fri Mar 28 13:01:18 UTC 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","color"
"The test checks for the disabled attribute","9368","A test to check the field for ""Read-only""","","Fri Mar 28 13:05:05 UTC 2025","passed","Fri Mar 28 13:05:15 UTC 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","readonly"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","11990","Run-time exception validation test","","Fri Mar 28 13:02:10 UTC 2025","passed","Fri Mar 28 13:02:22 UTC 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","runtimeException"
"The test gets the value from the placeholder attribute and returns it in String format","10986","Test for getting the Placeholder value","","Fri Mar 28 13:20:52 UTC 2025","passed","Fri Mar 28 13:21:03 UTC 2025","","Form. Checking the basic functions for the CheckBox","application.Samples.Form.CheckBoxOnFormTest","placeholder"
"Info Widget is always read-only","11052","A test to check the field for ""Read-only""","","Fri Mar 28 13:34:17 UTC 2025","passed","Fri Mar 28 13:34:28 UTC 2025","","Info. Checking the basic functions for the Dictionary","application.Samples.Info.DictionaryOnInfoTest","readonly"
"The test sets all the values in the field, then checks the list with the expected value.","18465","Test to set all values in the field","","Fri Mar 28 13:14:19 UTC 2025","passed","Fri Mar 28 13:14:38 UTC 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","test_set_all"
"Checking the url before the transition and after the transition/click on a special element","9073","The DrillDown test","","Fri Mar 28 13:10:16 UTC 2025","passed","Fri Mar 28 13:10:25 UTC 2025","","Form. Checking the basic functions for the NumberDigits in the widget Form","application.Samples.Form.NumberDigitsOnFormTest","drillDown"
"The test gets the value from the placeholder attribute and returns it in String format","11714","Test for getting the Placeholder value","","Fri Mar 28 12:47:44 UTC 2025","passed","Fri Mar 28 12:47:55 UTC 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","placeholder"
"The test sets the value in the field, and then checks the value in the field with what should be set.","21067","A test for setting a value in a field","","Fri Mar 28 13:13:27 UTC 2025","passed","Fri Mar 28 13:13:48 UTC 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","edit"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","10984","A test to get the field color value in Hex format","","Fri Mar 28 12:42:40 UTC 2025","passed","Fri Mar 28 12:42:51 UTC 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","color"
"Checking the url before the transition and after the transition/click on a special element","8705","The DrillDown test","","Fri Mar 28 12:54:28 UTC 2025","passed","Fri Mar 28 12:54:37 UTC 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","drillDown"
"Sorting is not available for the Form widget","8973","Sorting test","","Fri Mar 28 12:43:40 UTC 2025","passed","Fri Mar 28 12:43:49 UTC 2025","","Form. Checking the basic functions for the DateTime in the widget Form","application.Samples.Form.DateTimeOnFormTest","sorting"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","9844","A test to get the field color value in Hex format","","Fri Mar 28 13:13:48 UTC 2025","passed","Fri Mar 28 13:13:58 UTC 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","color"
"Sorting is not available for the Form widget","9548","Sorting test","","Fri Mar 28 13:04:37 UTC 2025","passed","Fri Mar 28 13:04:46 UTC 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","sorting"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","8881","A test to get the field color value in Hex format","","Fri Mar 28 13:22:55 UTC 2025","passed","Fri Mar 28 13:23:04 UTC 2025","","Form. Checking the basic functions for the Number in the widget Form","application.Samples.Form.NumberOnFormTest","color"
"Filtering is not available for InfoWidget.","8987","Filtering test","","Fri Mar 28 13:37:30 UTC 2025","passed","Fri Mar 28 13:37:39 UTC 2025","","Info. Checking the basic functions for the Money","application.Samples.Info.MoneyOnInfoTest","filtration"
"The test checks for the disabled attribute","9044","A test to check the field for ""Read-only""","","Fri Mar 28 13:10:35 UTC 2025","passed","Fri Mar 28 13:10:44 UTC 2025","","Form. Checking the basic functions for the NumberDigits in the widget Form","application.Samples.Form.NumberDigitsOnFormTest","readonly"
"The test verifies that after clearing the field, it is empty","10369","The test for deleting a file from a field","","Fri Mar 28 13:05:55 UTC 2025","passed","Fri Mar 28 13:06:06 UTC 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","clear"
"","10682","The test for getting the value from the field","","Fri Mar 28 13:38:58 UTC 2025","passed","Fri Mar 28 13:39:08 UTC 2025","","Info. Checking the basic functions for the CheckBox","application.Samples.Info.CheckboxOnInfoTest","read"
"Filtering is not available for InfoWidget.","8851","Filtering test","","Fri Mar 28 13:42:43 UTC 2025","passed","Fri Mar 28 13:42:52 UTC 2025","","Info. Checking the basic functions for the Number","application.Samples.Info.NumberOnInfoTest","filtration"
"Filtering is not available for InfoWidget.","9959","Filtering test","","Fri Mar 28 13:29:12 UTC 2025","passed","Fri Mar 28 13:29:22 UTC 2025","","Info. Checking the basic functions for the MultiplySelect","application.Samples.Info.MultipleSelectOnInfoTest","filtration"
"DrillDown is not available for InfoWidget.","9157","The DrillDown test","","Fri Mar 28 13:30:11 UTC 2025","passed","Fri Mar 28 13:30:20 UTC 2025","","Info. Checking the basic functions for the FileUp","application.Samples.Info.FileUploadOnInfoTest","drillDown"
"DrillDown is not available for InfoWidget.","10291","The DrillDown test","","Fri Mar 28 13:35:11 UTC 2025","passed","Fri Mar 28 13:35:22 UTC 2025","","Info. Checking the basic functions for the Text","application.Samples.Info.TextOnInfoTest","drillDown"
"Filtering is not available for InfoWidget.","9402","Filtering test","","Fri Mar 28 13:27:02 UTC 2025","passed","Fri Mar 28 13:27:11 UTC 2025","","Info. Checking the basic functions for the PickList","application.Samples.Info.PickListOnInfoTest","filtration"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","9668","Business Exception Validation Test","","Fri Mar 28 13:03:14 UTC 2025","passed","Fri Mar 28 13:03:24 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","businessException"
"Sorting is not available for the Form widget","11160","Sorting test","","Fri Mar 28 12:41:09 UTC 2025","passed","Fri Mar 28 12:41:20 UTC 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","sorting"
"The test checks for the disabled attribute","10850","A test to check the field for ""Read-only""","","Fri Mar 28 13:00:05 UTC 2025","passed","Fri Mar 28 13:00:16 UTC 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","readonly"
"The test gets the value from the placeholder attribute and returns it in String format","10061","Test for getting the Placeholder value","","Fri Mar 28 13:14:09 UTC 2025","passed","Fri Mar 28 13:14:19 UTC 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","placeholder"
"Info Widget is always read-only","9241","A test to check the field for ""Read-only""","","Fri Mar 28 13:30:39 UTC 2025","passed","Fri Mar 28 13:30:48 UTC 2025","","Info. Checking the basic functions for the FileUp","application.Samples.Info.FileUploadOnInfoTest","readonly"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","11490","Confirmation Popup Validation Test","","Fri Mar 28 12:40:35 UTC 2025","passed","Fri Mar 28 12:40:47 UTC 2025","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","application.Samples.Form.DateTimeWithSecondsOnFormTest","confirm"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","10455","Required Message validation test for multiple fields","","Fri Mar 28 13:45:50 UTC 2025","passed","Fri Mar 28 13:46:01 UTC 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","fieldLevelValidation"
"InfoWidget does not have a Hex field color for this type.","8168","A test to get the field color value in Hex format","","Fri Mar 28 13:25:22 UTC 2025","passed","Fri Mar 28 13:25:30 UTC 2025","","Info. Checking the basic functions for the Hint","application.Samples.Info.HintOnInfoTest","color"
"The test opens a modal window, clears the field, closes the window, and then checks the message under the field.","11052","Required Message text Verification field test","","Fri Mar 28 13:13:58 UTC 2025","passed","Fri Mar 28 13:14:09 UTC 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","required_2"
"The test sets one value in the field, then checks the list with the expected value.","25680","A test for setting a single value in a field","","Fri Mar 28 13:11:42 UTC 2025","passed","Fri Mar 28 13:12:08 UTC 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","test_once"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","9225","Required Message text Verification field test","","Fri Mar 28 13:03:05 UTC 2025","passed","Fri Mar 28 13:03:14 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","required"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","9646","A test to get the field color value in Hex format","","Fri Mar 28 12:40:16 UTC 2025","passed","Fri Mar 28 12:40:26 UTC 2025","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","application.Samples.Form.DateTimeWithSecondsOnFormTest","color"
"Filtering is not available for the Form widget","8475","Filtering test","","Fri Mar 28 13:07:20 UTC 2025","passed","Fri Mar 28 13:07:29 UTC 2025","","Form. Checking the basic functions for the Hint in the widget Form","application.Samples.Form.HintOnFormTest","filtration"
"The test checks for the disabled attribute","10843","A test to check the field for ""Read-only""","","Fri Mar 28 13:19:44 UTC 2025","passed","Fri Mar 28 13:19:55 UTC 2025","","Form. Checking the basic functions for the CheckBox","application.Samples.Form.CheckBoxOnFormTest","readonly"
"DrillDown is not available for InfoWidget.","9102","The DrillDown test","","Fri Mar 28 13:27:59 UTC 2025","passed","Fri Mar 28 13:28:08 UTC 2025","","Info. Checking the basic functions for the DateTimeWithSeconds","application.Samples.Info.DateTimeWithSecondsOnInfoTest","drillDown"
"The test checks the list of options that the method returns, with the expected result","10561","Test to get a list of options","","Fri Mar 28 13:44:02 UTC 2025","passed","Fri Mar 28 13:44:12 UTC 2025","","Form. Checking the basic functions for the MultipleSelect in the widget Form","application.Samples.Form.MultipleSelectOnFormTest","getListOptions"
"Sorting is not available for the Form widget","9330","Sorting test","","Fri Mar 28 12:49:14 UTC 2025","passed","Fri Mar 28 12:49:23 UTC 2025","","Form. Checking the basic functions for the Money in the widget Form","application.Samples.Form.MoneyOnFormTest","sorting"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","9630","A test to get the field color value in Hex format","","Fri Mar 28 13:42:06 UTC 2025","passed","Fri Mar 28 13:42:16 UTC 2025","","Info. Checking the basic functions for the MultiValue","application.Samples.Info.MultiValueOnInfoTest","color"
"Sorting is not available for InfoWidget.","9178","Sorting test","","Fri Mar 28 13:27:50 UTC 2025","passed","Fri Mar 28 13:27:59 UTC 2025","","Info. Checking the basic functions for the DateTimeWithSeconds","application.Samples.Info.DateTimeWithSecondsOnInfoTest","sorting"
"The test sets the value in the field, and then checks the value in the field with what should be set","12462","A test for setting a value in a field","","Fri Mar 28 12:47:20 UTC 2025","passed","Fri Mar 28 12:47:32 UTC 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","edit"
"The test sets the value in the field, and then checks the value in the field with what should be set. The Number Digits class is used for numbers with a fractional part.","12698","A test for entering numbers with a fractional part using the PercentDigits class","","Fri Mar 28 12:51:58 UTC 2025","passed","Fri Mar 28 12:52:11 UTC 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","digits"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","10430","Required Message validation test for one field","","Fri Mar 28 12:55:05 UTC 2025","passed","Fri Mar 28 12:55:16 UTC 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","fieldLevelValidationAnnotation"
"The transition/Redirect is not available","8523","The DrillDown test","","Fri Mar 28 13:07:12 UTC 2025","passed","Fri Mar 28 13:07:20 UTC 2025","","Form. Checking the basic functions for the Hint in the widget Form","application.Samples.Form.HintOnFormTest","drillDown"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","12867","Business Exception Validation Test","","Fri Mar 28 12:47:07 UTC 2025","passed","Fri Mar 28 12:47:20 UTC 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","businessException"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","9495","A test to get the field color value in Hex format","","Fri Mar 28 13:27:31 UTC 2025","passed","Fri Mar 28 13:27:40 UTC 2025","","Info. Checking the basic functions for the PickList","application.Samples.Info.PickListOnInfoTest","color"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","11013","A test to get the field color value in Hex format","","Fri Mar 28 13:34:39 UTC 2025","passed","Fri Mar 28 13:34:50 UTC 2025","","Info. Checking the basic functions for the Dictionary","application.Samples.Info.DictionaryOnInfoTest","color"
"The InfoWidget doesn't have a Placeholder.","10062","Test for getting the Placeholder value","","Fri Mar 28 13:36:02 UTC 2025","passed","Fri Mar 28 13:36:12 UTC 2025","","Info. Checking the basic functions for the Text","application.Samples.Info.TextOnInfoTest","placeholder"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","11038","Required Message validation test for one field","","Fri Mar 28 12:54:46 UTC 2025","passed","Fri Mar 28 12:54:57 UTC 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","fieldLevelValidationAnnotationAlternative"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","13323","Confirmation Popup Validation Test","","Fri Mar 28 13:01:43 UTC 2025","passed","Fri Mar 28 13:01:56 UTC 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","confirm"
"Sorting is not available for InfoWidget.","10084","Sorting test","","Fri Mar 28 13:35:01 UTC 2025","passed","Fri Mar 28 13:35:11 UTC 2025","","Info. Checking the basic functions for the Text","application.Samples.Info.TextOnInfoTest","sorting"
"The InfoWidget doesn't have a Placeholder.","9971","Test for getting the Placeholder value","","Fri Mar 28 13:29:52 UTC 2025","passed","Fri Mar 28 13:30:02 UTC 2025","","Info. Checking the basic functions for the MultiplySelect","application.Samples.Info.MultipleSelectOnInfoTest","placeholder"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","9359","A test to get the field color value in Hex format","","Fri Mar 28 13:37:57 UTC 2025","passed","Fri Mar 28 13:38:07 UTC 2025","","Info. Checking the basic functions for the Money","application.Samples.Info.MoneyOnInfoTest","color"
"Checking the url before the transition and after the transition/click on a special element","9806","The DrillDown test","","Fri Mar 28 13:11:23 UTC 2025","passed","Fri Mar 28 13:11:32 UTC 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","drillDown"
"Info Widget is always read-only","9882","A test to check the field for ""Read-only""","","Fri Mar 28 13:41:46 UTC 2025","passed","Fri Mar 28 13:41:56 UTC 2025","","Info. Checking the basic functions for the MultiValue","application.Samples.Info.MultiValueOnInfoTest","readonly"
"Sorting is not available for InfoWidget.","8849","Sorting test","","Fri Mar 28 13:42:25 UTC 2025","passed","Fri Mar 28 13:42:34 UTC 2025","","Info. Checking the basic functions for the Number","application.Samples.Info.NumberOnInfoTest","sorting"
"The test sets the value in the field via Popup using a unique id, and then checks the value in the field with what needs to be set","10278","A test for setting a value in a field","","Fri Mar 28 13:08:55 UTC 2025","passed","Fri Mar 28 13:09:05 UTC 2025","","Form. Checking the basic functions for the PickList in the widget Form","application.Samples.Form.PickListOnFormTest","edit"
"Filtering is not available for InfoWidget.","10121","Filtering test","","Fri Mar 28 13:35:22 UTC 2025","passed","Fri Mar 28 13:35:32 UTC 2025","","Info. Checking the basic functions for the Text","application.Samples.Info.TextOnInfoTest","filtration"
"The test gets the value from the placeholder attribute and returns it in String format","8554","Test for getting the Placeholder value","","Fri Mar 28 13:03:50 UTC 2025","passed","Fri Mar 28 13:03:59 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","placeholder"
"Sorting is not available for the Form widget","11381","Sorting test","","Fri Mar 28 12:59:32 UTC 2025","passed","Fri Mar 28 12:59:43 UTC 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","sorting"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","14995","Run-time exception validation test","","Fri Mar 28 13:06:57 UTC 2025","passed","Fri Mar 28 13:07:12 UTC 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","runtimeException"
"The test gets the value from the placeholder attribute and returns it in String format","9257","Test for getting the Placeholder value","","Fri Mar 28 13:11:03 UTC 2025","passed","Fri Mar 28 13:11:13 UTC 2025","","Form. Checking the basic functions for the NumberDigits in the widget Form","application.Samples.Form.NumberDigitsOnFormTest","placeholder"
"Drill Down is not available for InfoWidget.","8168","The DrillDown test","","Fri Mar 28 13:24:49 UTC 2025","passed","Fri Mar 28 13:24:57 UTC 2025","","Info. Checking the basic functions for the Hint","application.Samples.Info.HintOnInfoTest","drillDown"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","10265","A test to get the field color value in Hex format","","Fri Mar 28 13:26:22 UTC 2025","passed","Fri Mar 28 13:26:33 UTC 2025","","Info. Checking the basic functions for the Radio","application.Samples.Info.RadioOnInfoTest","color"
"Filtering is not available for InfoWidget.","8442","Filtering test","","Fri Mar 28 13:36:29 UTC 2025","passed","Fri Mar 28 13:36:38 UTC 2025","","Info. Checking the basic functions for the Date","application.Samples.Info.DateOnInfoTest","filtration"
"The InfoWidget doesn't have a Placeholder.","8589","Test for getting the Placeholder value","","Fri Mar 28 13:28:43 UTC 2025","passed","Fri Mar 28 13:28:51 UTC 2025","","Info. Checking the basic functions for the DateTimeWithSeconds","application.Samples.Info.DateTimeWithSecondsOnInfoTest","placeholder"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","12293","Required Message validation test for multiple fields","","Fri Mar 28 12:56:15 UTC 2025","passed","Fri Mar 28 12:56:27 UTC 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","fieldLevelValidation"
"Checking the url before the transition and after the transition/click on a special element","8893","The DrillDown test","","Fri Mar 28 13:21:48 UTC 2025","passed","Fri Mar 28 13:21:57 UTC 2025","","Form. Checking the basic functions for the Number in the widget Form","application.Samples.Form.NumberOnFormTest","drillDown"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated.","11357","Business Exception Validation Test","","Fri Mar 28 13:12:51 UTC 2025","passed","Fri Mar 28 13:13:02 UTC 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","businessException"
"A test to get the value from the field. MultiValueHover is always read-only, so it is impossible to set the value","10467","A test for setting a value in a field","","Fri Mar 28 12:48:43 UTC 2025","passed","Fri Mar 28 12:48:54 UTC 2025","","Form. Checking the basic functions for the MultiValueHover in the widget Form","application.Samples.Form.MultiValueHoverOnFormTest","edit"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","9572","Run-time exception validation test","","Fri Mar 28 13:04:27 UTC 2025","passed","Fri Mar 28 13:04:37 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","runtimeException"
"The InfoWidget doesn't have a Placeholder.","9298","Test for getting the Placeholder value","","Fri Mar 28 13:31:07 UTC 2025","passed","Fri Mar 28 13:31:16 UTC 2025","","Info. Checking the basic functions for the FileUp","application.Samples.Info.FileUploadOnInfoTest","placeholder"
"DrillDown is not available for InfoWidget.","8595","The DrillDown test","","Fri Mar 28 13:31:44 UTC 2025","passed","Fri Mar 28 13:31:53 UTC 2025","","Info. Checking the basic functions for the DateTime","application.Samples.Info.DateTimeOnInfoTest","drillDown"
"Sorting is not available for InfoWidget.","10544","Sorting test","","Fri Mar 28 13:38:16 UTC 2025","passed","Fri Mar 28 13:38:26 UTC 2025","","Info. Checking the basic functions for the CheckBox","application.Samples.Info.CheckboxOnInfoTest","sorting"
"","10228","The test for getting the value from the field","","Fri Mar 28 13:35:42 UTC 2025","passed","Fri Mar 28 13:35:52 UTC 2025","","Info. Checking the basic functions for the Text","application.Samples.Info.TextOnInfoTest","read"
"DrillDown is not available for InfoWidget.","9067","The DrillDown test","","Fri Mar 28 13:42:34 UTC 2025","passed","Fri Mar 28 13:42:43 UTC 2025","","Info. Checking the basic functions for the Number","application.Samples.Info.NumberOnInfoTest","drillDown"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","10091","Run-time exception validation test","","Fri Mar 28 13:23:34 UTC 2025","passed","Fri Mar 28 13:23:44 UTC 2025","","Form. Checking the basic functions for the Number in the widget Form","application.Samples.Form.NumberOnFormTest","runtimeException"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","11398","Business Exception Validation Test","","Fri Mar 28 13:43:28 UTC 2025","passed","Fri Mar 28 13:43:40 UTC 2025","","Form. Checking the basic functions for the MultipleSelect in the widget Form","application.Samples.Form.MultipleSelectOnFormTest","businessException"
"The test sets the value in the field, and then checks the value in the field with what should be set","11643","A test for setting a value in a field","","Fri Mar 28 12:53:09 UTC 2025","passed","Fri Mar 28 12:53:20 UTC 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","edit"
"Filtering is not available for InfoWidget.","9264","Filtering test","","Fri Mar 28 13:30:30 UTC 2025","passed","Fri Mar 28 13:30:39 UTC 2025","","Info. Checking the basic functions for the FileUp","application.Samples.Info.FileUploadOnInfoTest","filtration"
"","10054","The test for getting the value from the field","","Fri Mar 28 13:29:32 UTC 2025","passed","Fri Mar 28 13:29:42 UTC 2025","","Info. Checking the basic functions for the MultiplySelect","application.Samples.Info.MultipleSelectOnInfoTest","read"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","9231","Required Message text Verification field test","","Fri Mar 28 12:44:26 UTC 2025","passed","Fri Mar 28 12:44:35 UTC 2025","","Form. Checking the basic functions for the DateTime in the widget Form","application.Samples.Form.DateTimeOnFormTest","required"
"The InfoWidget doesn't have a Placeholder.","8454","Test for getting the Placeholder value","","Fri Mar 28 13:37:03 UTC 2025","passed","Fri Mar 28 13:37:12 UTC 2025","","Info. Checking the basic functions for the Date","application.Samples.Info.DateOnInfoTest","placeholder"
"The test sets the value in the field, and then checks the value in the field with what should be set","10309","A test for setting a value in a field","","Fri Mar 28 12:55:36 UTC 2025","passed","Fri Mar 28 12:55:46 UTC 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","edit"
"Filtering is not available for InfoWidget.","8649","Filtering test","","Fri Mar 28 13:28:08 UTC 2025","passed","Fri Mar 28 13:28:17 UTC 2025","","Info. Checking the basic functions for the DateTimeWithSeconds","application.Samples.Info.DateTimeWithSecondsOnInfoTest","filtration"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","12739","Required Message validation test for one field","","Fri Mar 28 13:00:16 UTC 2025","passed","Fri Mar 28 13:00:29 UTC 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","fieldLevelValidationAnnotation"
"The test sets the value in the field, and then checks the value in the field with what should be set","12897","A test for setting a value in a field","","Fri Mar 28 13:00:54 UTC 2025","passed","Fri Mar 28 13:01:07 UTC 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","edit"
"Sorting is not available for InfoWidget.","9684","Sorting test","","Fri Mar 28 13:41:17 UTC 2025","passed","Fri Mar 28 13:41:27 UTC 2025","","Info. Checking the basic functions for the MultiValue","application.Samples.Info.MultiValueOnInfoTest","sorting"
