"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","10740","Confirmation Popup Validation Test","","Fri Mar 28 06:44:25 UTC 2025","passed","Fri Mar 28 06:44:36 UTC 2025","","Form. Checking the basic functions for the PickList in the widget Form","application.Samples.Form.PickListOnFormTest","confirm"
"","10107","The test for getting the value from the field","","Fri Mar 28 06:59:33 UTC 2025","passed","Fri Mar 28 06:59:43 UTC 2025","","Info. Checking the basic functions for the Radio","application.Samples.Info.RadioOnInfoTest","read"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","9154","Required Message text Verification field test","","Fri Mar 28 06:30:52 UTC 2025","passed","Fri Mar 28 06:31:01 UTC 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","required"
"Sorting is not available for the Form widget","8759","Sorting test","","Fri Mar 28 06:55:11 UTC 2025","passed","Fri Mar 28 06:55:20 UTC 2025","","Form. Checking the basic functions for the Number in the widget Form","application.Samples.Form.NumberOnFormTest","sorting"
"Sorting is not available for InfoWidget.","8889","Sorting test","","Fri Mar 28 07:03:13 UTC 2025","passed","Fri Mar 28 07:03:22 UTC 2025","","Info. Checking the basic functions for the FileUp","application.Samples.Info.FileUploadOnInfoTest","sorting"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","10803","A test to get the field color value in Hex format","","Fri Mar 28 07:07:39 UTC 2025","passed","Fri Mar 28 07:07:50 UTC 2025","","Info. Checking the basic functions for the Dictionary","application.Samples.Info.DictionaryOnInfoTest","color"
"Sorting is not available for InfoWidget.","7665","Sorting test","","Fri Mar 28 06:57:12 UTC 2025","passed","Fri Mar 28 06:57:19 UTC 2025","","Info. Checking the basic functions for the Input","application.Samples.Info.InputOnInfoTest","sorting"
"DrillDown is not available for InfoWidget.","9924","The DrillDown test","","Fri Mar 28 07:08:10 UTC 2025","passed","Fri Mar 28 07:08:20 UTC 2025","","Info. Checking the basic functions for the Text","application.Samples.Info.TextOnInfoTest","drillDown"
"Filtering is not available for the Form widget","8314","Filtering test","","Fri Mar 28 07:16:24 UTC 2025","passed","Fri Mar 28 07:16:32 UTC 2025","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","application.Samples.Form.DateTimeWithSecondsOnFormTest","filtration"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","10365","A test to get the field color value in Hex format","","Fri Mar 28 06:54:16 UTC 2025","passed","Fri Mar 28 06:54:26 UTC 2025","","Form. Checking the basic functions for the CheckBox","application.Samples.Form.CheckBoxOnFormTest","color"
"The test sets the value in the field, and then checks the value in the field with what should be set","10243","A test for setting a value in a field","","Fri Mar 28 06:45:32 UTC 2025","passed","Fri Mar 28 06:45:43 UTC 2025","","Form. Checking the basic functions for the NumberDigits in the widget Form","application.Samples.Form.NumberDigitsOnFormTest","edit"
"The test calls Popup, the method returns a list with column headings","9598","The test for getting column headings","","Fri Mar 28 06:44:56 UTC 2025","passed","Fri Mar 28 06:45:06 UTC 2025","","Form. Checking the basic functions for the PickList in the widget Form","application.Samples.Form.PickListOnFormTest","getColumnName"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","10242","Confirmation Popup Validation Test","","Fri Mar 28 06:56:41 UTC 2025","passed","Fri Mar 28 06:56:51 UTC 2025","","Form. Checking the basic functions for the Number in the widget Form","application.Samples.Form.NumberOnFormTest","confirm"
"InfoWidget does not have a Hex field color for this type.","9570","A test to get the field color value in Hex format","","Fri Mar 28 07:02:54 UTC 2025","passed","Fri Mar 28 07:03:03 UTC 2025","","Info. Checking the basic functions for the MultiplySelect","application.Samples.Info.MultipleSelectOnInfoTest","color"
"Info Widget is always read-only","9552","A test to check the field for ""Read-only""","","Fri Mar 28 07:02:34 UTC 2025","passed","Fri Mar 28 07:02:44 UTC 2025","","Info. Checking the basic functions for the MultiplySelect","application.Samples.Info.MultipleSelectOnInfoTest","readonly"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","12327","Run-time exception validation test","","Fri Mar 28 06:19:20 UTC 2025","passed","Fri Mar 28 06:19:32 UTC 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","runtimeException"
"Sorting is not available for InfoWidget.","10776","Sorting test","","Fri Mar 28 07:13:31 UTC 2025","passed","Fri Mar 28 07:13:41 UTC 2025","","Info. Checking the basic functions for the MultiField","application.Samples.Info.MultiFieldOnInfoTest","sorting"
"Filtering is not available for the Form widget","9458","Filtering test","","Fri Mar 28 06:46:19 UTC 2025","passed","Fri Mar 28 06:46:29 UTC 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","filtration"
"DrillDown is not available for InfoWidget.","7979","The DrillDown test","","Fri Mar 28 06:57:19 UTC 2025","passed","Fri Mar 28 06:57:27 UTC 2025","","Info. Checking the basic functions for the Input","application.Samples.Info.InputOnInfoTest","drillDown"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","10527","Required Message validation test for multiple fields","","Fri Mar 28 06:52:18 UTC 2025","passed","Fri Mar 28 06:52:29 UTC 2025","","Form. Checking the basic functions for the MultipleSelect in the widget Form","application.Samples.Form.MultipleSelectOnFormTest","fieldLevelValidation"
"The test sets several values in the field, then checks the list with the expected value.","20643","A test for setting multiple values in a field","","Fri Mar 28 06:46:54 UTC 2025","passed","Fri Mar 28 06:47:15 UTC 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","test_set"
"The test sets the value, after which the method returns the full list of value-status","11136","Test to get all values with the status","","Fri Mar 28 06:34:09 UTC 2025","passed","Fri Mar 28 06:34:20 UTC 2025","","Form. Checking the basic functions for the Radio in the widget Form","application.Samples.Form.RadioOnFormTest","getValues"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","10393","Required Message validation test for one field","","Fri Mar 28 06:20:06 UTC 2025","passed","Fri Mar 28 06:20:16 UTC 2025","","Form. Checking the basic functions for the DateTime in the widget Form","application.Samples.Form.DateTimeOnFormTest","fieldLevelValidationAnnotation"
"Filtering is not available for the Form widget","8175","Filtering test","","Fri Mar 28 06:42:25 UTC 2025","passed","Fri Mar 28 06:42:33 UTC 2025","","Form. Checking the basic functions for the Hint in the widget Form","application.Samples.Form.HintOnFormTest","filtration"
"DrillDown is not available for InfoWidget.","9549","The DrillDown test","","Fri Mar 28 07:05:48 UTC 2025","passed","Fri Mar 28 07:05:58 UTC 2025","","Info. Checking the basic functions for the MultiValueHover","application.Samples.Info.MultiValueHoverOnInfoTest","drillDown"
"","9481","A test to compare the source file with the downloaded one","","Fri Mar 28 07:04:24 UTC 2025","passed","Fri Mar 28 07:04:34 UTC 2025","","Info. Checking the basic functions for the FileUp","application.Samples.Info.FileUploadOnInfoTest","compare"
"Filtering is not available for InfoWidget.","9743","Filtering test","","Fri Mar 28 07:08:20 UTC 2025","passed","Fri Mar 28 07:08:30 UTC 2025","","Info. Checking the basic functions for the Text","application.Samples.Info.TextOnInfoTest","filtration"
"Info Widget is always read-only","7949","A test to check the field for ""Read-only""","","Fri Mar 28 07:05:07 UTC 2025","passed","Fri Mar 28 07:05:15 UTC 2025","","Info. Checking the basic functions for the DateTime","application.Samples.Info.DateTimeOnInfoTest","readonly"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","11803","Run-time exception validation test","","Fri Mar 28 06:29:45 UTC 2025","passed","Fri Mar 28 06:29:57 UTC 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","runtimeException"
"Checking the url before the transition and after the transition/click on a special element","8300","The DrillDown test","","Fri Mar 28 06:37:47 UTC 2025","passed","Fri Mar 28 06:37:55 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","drillDown"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","10975","Confirmation Popup Validation Test","","Fri Mar 28 06:31:39 UTC 2025","passed","Fri Mar 28 06:31:50 UTC 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","confirm"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","10959","Required Message validation test for multiple fields","","Fri Mar 28 06:26:43 UTC 2025","passed","Fri Mar 28 06:26:54 UTC 2025","","Form. Checking the basic functions for the Money in the widget Form","application.Samples.Form.MoneyOnFormTest","fieldLevelValidation"
"The test gets the value from the placeholder attribute and returns it in String format","10381","Test for getting the Placeholder value","","Fri Mar 28 06:33:58 UTC 2025","passed","Fri Mar 28 06:34:09 UTC 2025","","Form. Checking the basic functions for the Radio in the widget Form","application.Samples.Form.RadioOnFormTest","placeholder"
"The test gets the value from the placeholder attribute and returns it in String format","8592","Test for getting the Placeholder value","","Fri Mar 28 06:20:54 UTC 2025","passed","Fri Mar 28 06:21:03 UTC 2025","","Form. Checking the basic functions for the DateTime in the widget Form","application.Samples.Form.DateTimeOnFormTest","placeholder"
"InfoWidget does not have a Hex field color for this type.","7790","A test to get the field color value in Hex format","","Fri Mar 28 06:58:45 UTC 2025","passed","Fri Mar 28 06:58:53 UTC 2025","","Info. Checking the basic functions for the Hint","application.Samples.Info.HintOnInfoTest","color"
"Filtering is not available for the Form widget","10236","Filtering test","","Fri Mar 28 06:32:55 UTC 2025","passed","Fri Mar 28 06:33:05 UTC 2025","","Form. Checking the basic functions for the Radio in the widget Form","application.Samples.Form.RadioOnFormTest","filtration"
"Sorting is not available for InfoWidget.","10095","Sorting test","","Fri Mar 28 06:58:53 UTC 2025","passed","Fri Mar 28 06:59:03 UTC 2025","","Info. Checking the basic functions for the Radio","application.Samples.Info.RadioOnInfoTest","sorting"
"InfoWidget does not have a Hex field color for this type.","8882","A test to get the field color value in Hex format","","Fri Mar 28 07:04:06 UTC 2025","passed","Fri Mar 28 07:04:15 UTC 2025","","Info. Checking the basic functions for the FileUp","application.Samples.Info.FileUploadOnInfoTest","color"
"DrillDown is not available for InfoWidget.","9213","The DrillDown test","","Fri Mar 28 07:00:12 UTC 2025","passed","Fri Mar 28 07:00:21 UTC 2025","","Info. Checking the basic functions for the PickList","application.Samples.Info.PickListOnInfoTest","drillDown"
"","8602","The test for getting the value from the field","","Fri Mar 28 07:15:42 UTC 2025","passed","Fri Mar 28 07:15:50 UTC 2025","","Info. Checking the basic functions for the Number","application.Samples.Info.NumberOnInfoTest","read"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","9154","A test to get the field color value in Hex format","","Fri Mar 28 06:41:14 UTC 2025","passed","Fri Mar 28 06:41:23 UTC 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","color"
"The test checks for the disabled attribute","9025","A test to check the field for ""Read-only""","","Fri Mar 28 06:40:15 UTC 2025","passed","Fri Mar 28 06:40:24 UTC 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","readonly"
"The test checks for the disabled attribute","9712","A test to check the field for ""Read-only""","","Fri Mar 28 06:50:31 UTC 2025","passed","Fri Mar 28 06:50:41 UTC 2025","","Form. Checking the basic functions for the MultipleSelect in the widget Form","application.Samples.Form.MultipleSelectOnFormTest","readonly"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","10207","Required Message validation test for multiple fields","","Fri Mar 28 06:49:31 UTC 2025","passed","Fri Mar 28 06:49:41 UTC 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","fieldLevelValidation"
"The test clears the field and clicks the Save button. Then validates the message that the field is required.","11078","Required Message text Verification field test","","Fri Mar 28 06:47:24 UTC 2025","passed","Fri Mar 28 06:47:36 UTC 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","required"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","11194","Business Exception Validation Test","","Fri Mar 28 06:15:53 UTC 2025","passed","Fri Mar 28 06:16:04 UTC 2025","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","application.Samples.Form.DateTimeWithSecondsOnFormTest","businessException"
"Sorting is not available for InfoWidget.","10642","Sorting test","","Fri Mar 28 07:06:45 UTC 2025","passed","Fri Mar 28 07:06:56 UTC 2025","","Info. Checking the basic functions for the Dictionary","application.Samples.Info.DictionaryOnInfoTest","sorting"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","7925","A test to get the field color value in Hex format","","Fri Mar 28 06:38:46 UTC 2025","passed","Fri Mar 28 06:38:54 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","color"
"Sorting is not available for the Form widget","10784","Sorting test","","Fri Mar 28 06:34:54 UTC 2025","passed","Fri Mar 28 06:35:05 UTC 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","sorting"
"Drill Down is not available for InfoWidget.","9285","The DrillDown test","","Fri Mar 28 07:14:12 UTC 2025","passed","Fri Mar 28 07:14:21 UTC 2025","","Info. Checking the basic functions for the MultiValue","application.Samples.Info.MultiValueOnInfoTest","drillDown"
"Filtering is not available for the Form widget","7962","Filtering test","","Fri Mar 28 06:37:55 UTC 2025","passed","Fri Mar 28 06:38:03 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","filtration"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","9279","Run-time exception validation test","","Fri Mar 28 06:39:39 UTC 2025","passed","Fri Mar 28 06:39:48 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","runtimeException"
"","8071","The test for getting the value from the field","","Fri Mar 28 07:05:15 UTC 2025","passed","Fri Mar 28 07:05:23 UTC 2025","","Info. Checking the basic functions for the DateTime","application.Samples.Info.DateTimeOnInfoTest","read"
"The InfoWidget doesn't have a Placeholder.","8308","Test for getting the Placeholder value","","Fri Mar 28 07:01:58 UTC 2025","passed","Fri Mar 28 07:02:06 UTC 2025","","Info. Checking the basic functions for the DateTimeWithSeconds","application.Samples.Info.DateTimeWithSecondsOnInfoTest","placeholder"
"Filtering is not available for InfoWidget.","8490","Filtering test","","Fri Mar 28 07:15:25 UTC 2025","passed","Fri Mar 28 07:15:33 UTC 2025","","Info. Checking the basic functions for the Number","application.Samples.Info.NumberOnInfoTest","filtration"
"Checking the url before the transition and after the transition/click on a special element","8448","The DrillDown test","","Fri Mar 28 06:55:20 UTC 2025","passed","Fri Mar 28 06:55:28 UTC 2025","","Form. Checking the basic functions for the Number in the widget Form","application.Samples.Form.NumberOnFormTest","drillDown"
"Sorting is not available for the Form widget","8620","Sorting test","","Fri Mar 28 06:29:57 UTC 2025","passed","Fri Mar 28 06:30:06 UTC 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","sorting"
"The InfoWidget doesn't have a Placeholder.","10679","Test for getting the Placeholder value","","Fri Mar 28 07:07:50 UTC 2025","passed","Fri Mar 28 07:08:00 UTC 2025","","Info. Checking the basic functions for the Dictionary","application.Samples.Info.DictionaryOnInfoTest","placeholder"
"Checking the url before the transition and after the transition/click on a special element","10381","The DrillDown test","","Fri Mar 28 06:17:16 UTC 2025","passed","Fri Mar 28 06:17:26 UTC 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","drillDown"
"The test gets the value from the placeholder attribute and returns it in String format","9316","Test for getting the Placeholder value","","Fri Mar 28 06:26:23 UTC 2025","passed","Fri Mar 28 06:26:32 UTC 2025","","Form. Checking the basic functions for the Money in the widget Form","application.Samples.Form.MoneyOnFormTest","placeholder"
"A test to get the value from the field. Hint is always read-only, so it is impossible to set the value.","8192","A test to check the value in a field","","Fri Mar 28 06:42:41 UTC 2025","passed","Fri Mar 28 06:42:49 UTC 2025","","Form. Checking the basic functions for the Hint in the widget Form","application.Samples.Form.HintOnFormTest","edit"
"The InfoWidget doesn't have a Placeholder.","9480","Test for getting the Placeholder value","","Fri Mar 28 07:03:03 UTC 2025","passed","Fri Mar 28 07:03:13 UTC 2025","","Info. Checking the basic functions for the MultiplySelect","application.Samples.Info.MultipleSelectOnInfoTest","placeholder"
"The test checks for the disabled attribute","8784","A test to check the field for ""Read-only""","","Fri Mar 28 06:45:24 UTC 2025","passed","Fri Mar 28 06:45:32 UTC 2025","","Form. Checking the basic functions for the NumberDigits in the widget Form","application.Samples.Form.NumberDigitsOnFormTest","readonly"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","9415","Confirmation Popup Validation Test","","Fri Mar 28 06:39:12 UTC 2025","passed","Fri Mar 28 06:39:21 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","confirm"
"Sorting is not available for the Form widget","7762","Sorting test","","Fri Mar 28 06:37:39 UTC 2025","passed","Fri Mar 28 06:37:47 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","sorting"
"","8216","The test for getting the value from the field","","Fri Mar 28 07:09:42 UTC 2025","passed","Fri Mar 28 07:09:50 UTC 2025","","Info. Checking the basic functions for the Date","application.Samples.Info.DateOnInfoTest","read"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","9414","A test to get the field color value in Hex format","","Fri Mar 28 06:44:06 UTC 2025","passed","Fri Mar 28 06:44:15 UTC 2025","","Form. Checking the basic functions for the PickList in the widget Form","application.Samples.Form.PickListOnFormTest","color"
"The test gets the value from the placeholder attribute and returns it in String format","9141","Test for getting the Placeholder value","","Fri Mar 28 06:16:24 UTC 2025","passed","Fri Mar 28 06:16:33 UTC 2025","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","application.Samples.Form.DateTimeWithSecondsOnFormTest","placeholder"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","11193","Run-time exception validation test","","Fri Mar 28 06:55:00 UTC 2025","passed","Fri Mar 28 06:55:11 UTC 2025","","Form. Checking the basic functions for the CheckBox","application.Samples.Form.CheckBoxOnFormTest","runtimeException"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","8099","A test to get the field color value in Hex format","","Fri Mar 28 07:09:50 UTC 2025","passed","Fri Mar 28 07:09:58 UTC 2025","","Info. Checking the basic functions for the Date","application.Samples.Info.DateOnInfoTest","color"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","9103","A test to get the field color value in Hex format","","Fri Mar 28 06:26:14 UTC 2025","passed","Fri Mar 28 06:26:23 UTC 2025","","Form. Checking the basic functions for the Money in the widget Form","application.Samples.Form.MoneyOnFormTest","color"
"Filtering is not available for InfoWidget.","9819","Filtering test","","Fri Mar 28 07:05:58 UTC 2025","passed","Fri Mar 28 07:06:07 UTC 2025","","Info. Checking the basic functions for the MultiValueHover","application.Samples.Info.MultiValueHoverOnInfoTest","filtration"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered.","9951","Required Message validation test for one field","","Fri Mar 28 06:47:15 UTC 2025","passed","Fri Mar 28 06:47:24 UTC 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","fieldLevelValidationAnnotation"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","9299","A test to get the field color value in Hex format","","Fri Mar 28 07:06:27 UTC 2025","passed","Fri Mar 28 07:06:36 UTC 2025","","Info. Checking the basic functions for the MultiValueHover","application.Samples.Info.MultiValueHoverOnInfoTest","color"
"Filtering is not available for InfoWidget.","9527","Filtering test","","Fri Mar 28 07:02:25 UTC 2025","passed","Fri Mar 28 07:02:34 UTC 2025","","Info. Checking the basic functions for the MultiplySelect","application.Samples.Info.MultipleSelectOnInfoTest","filtration"
"Info Widget is always read-only","8118","A test to check the field for ""Read-only""","","Fri Mar 28 07:09:34 UTC 2025","passed","Fri Mar 28 07:09:42 UTC 2025","","Info. Checking the basic functions for the Date","application.Samples.Info.DateOnInfoTest","readonly"
"DrillDown is not available for InfoWidget.","10146","The DrillDown test","","Fri Mar 28 06:59:03 UTC 2025","passed","Fri Mar 28 06:59:13 UTC 2025","","Info. Checking the basic functions for the Radio","application.Samples.Info.RadioOnInfoTest","drillDown"
"The method returns Option-Status pairs, for all. The test checks each pair.","10621","Test to check the status of all options","","Fri Mar 28 06:51:56 UTC 2025","passed","Fri Mar 28 06:52:07 UTC 2025","","Form. Checking the basic functions for the MultipleSelect in the widget Form","application.Samples.Form.MultipleSelectOnFormTest","statusOptions"
"","7868","The test for getting the value from the field","","Fri Mar 28 06:57:43 UTC 2025","passed","Fri Mar 28 06:57:50 UTC 2025","","Info. Checking the basic functions for the Input","application.Samples.Info.InputOnInfoTest","read"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","9955","Required Message validation test for one field","","Fri Mar 28 06:55:45 UTC 2025","passed","Fri Mar 28 06:55:55 UTC 2025","","Form. Checking the basic functions for the Number in the widget Form","application.Samples.Form.NumberOnFormTest","fieldLevelValidationAnnotation"
"The test gets the value from the placeholder attribute and returns it in String format","9332","Test for getting the Placeholder value","","Fri Mar 28 06:41:23 UTC 2025","passed","Fri Mar 28 06:41:32 UTC 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","placeholder"
"The test checks for the disabled attribute","10372","A test to check the field for ""Read-only""","","Fri Mar 28 06:33:05 UTC 2025","passed","Fri Mar 28 06:33:16 UTC 2025","","Form. Checking the basic functions for the Radio in the widget Form","application.Samples.Form.RadioOnFormTest","readonly"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","10729","Required Message text Verification field test","","Fri Mar 28 06:33:16 UTC 2025","passed","Fri Mar 28 06:33:26 UTC 2025","","Form. Checking the basic functions for the Radio in the widget Form","application.Samples.Form.RadioOnFormTest","required"
"The test sets a value with the wrong data type in several fields for different widgets. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","9737","Required Message validation test for multiple fields","","Fri Mar 28 06:39:29 UTC 2025","passed","Fri Mar 28 06:39:39 UTC 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","fieldLevelValidation"
"The test checks for the disabled attribute","8398","A test to check the field for ""Read-only""","","Fri Mar 28 06:19:58 UTC 2025","passed","Fri Mar 28 06:20:06 UTC 2025","","Form. Checking the basic functions for the DateTime in the widget Form","application.Samples.Form.DateTimeOnFormTest","readonly"
"Drill Down is not available for InfoWidget.","7847","The DrillDown test","","Fri Mar 28 06:58:14 UTC 2025","passed","Fri Mar 28 06:58:22 UTC 2025","","Info. Checking the basic functions for the Hint","application.Samples.Info.HintOnInfoTest","drillDown"
"","9681","The test for getting the value from the field","","Fri Mar 28 07:02:44 UTC 2025","passed","Fri Mar 28 07:02:54 UTC 2025","","Info. Checking the basic functions for the MultiplySelect","application.Samples.Info.MultipleSelectOnInfoTest","read"
"The transition/Redirect is not available","8093","The DrillDown test","","Fri Mar 28 06:42:17 UTC 2025","passed","Fri Mar 28 06:42:25 UTC 2025","","Form. Checking the basic functions for the Hint in the widget Form","application.Samples.Form.HintOnFormTest","drillDown"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","10910","Run-time exception validation test","","Fri Mar 28 06:52:29 UTC 2025","passed","Fri Mar 28 06:52:39 UTC 2025","","Form. Checking the basic functions for the MultipleSelect in the widget Form","application.Samples.Form.MultipleSelectOnFormTest","runtimeException"
"The test checks for the disabled attribute","9071","A test to check the field for ""Read-only""","","Fri Mar 28 06:25:24 UTC 2025","passed","Fri Mar 28 06:25:33 UTC 2025","","Form. Checking the basic functions for the Money in the widget Form","application.Samples.Form.MoneyOnFormTest","readonly"
"The InfoWidget doesn't have a Placeholder.","7668","Test for getting the Placeholder value","","Fri Mar 28 06:57:58 UTC 2025","passed","Fri Mar 28 06:58:06 UTC 2025","","Info. Checking the basic functions for the Input","application.Samples.Info.InputOnInfoTest","placeholder"
"The test sets the value in the field, and then checks the value in the field with what should be set","12166","A test for setting a value in a field","","Fri Mar 28 06:23:06 UTC 2025","passed","Fri Mar 28 06:23:18 UTC 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","edit"
